time,accx,accy,accz,pitch,roll,yaw
12.3,-0.0007579326629638672,0.0028308629989624023,0.001599729061126709,0.5836385740893909,-0.7618438787471676,-0.8841588978016273
12.32,0.001969635486602783,0.0038794279098510742,0.003538191318511963,0.5836517156765356,-0.7620986849515096,-0.883677312773145
12.34,0.000493168830871582,0.004624128341674805,0.0040013790130615234,0.5836847511853538,-0.7622518675970662,-0.8835140009900218
12.36,-0.0015804171562194824,0.0028127431869506836,0.0030630826950073242,0.583635183361704,-0.7622991577654568,-0.8836472159596352
12.38,-0.0007105469703674316,0.0036110877990722656,0.0036802291870117188,0.5835679004789047,-0.7623074479059134,-0.8841159065024203
12.4,0.00013244152069091797,0.0018074512481689453,0.003797471523284912,0.5835093201116727,-0.7622768208395974,-0.8848293353470071
12.42,0.000617682933807373,0.0025977492332458496,0.0033987760543823242,0.5833226431011479,-0.7623563483630735,-0.8856321351708111
12.44,0.0036677122116088867,0.0006718039512634277,0.003123641014099121,0.5831724332051611,-0.7624610429478547,-0.8863158429488509
12.46,0.004228651523590088,0.0011579394340515137,0.0027111172676086426,0.5830419299481245,-0.7624991158322184,-0.8867298834284387
12.48,0.003936350345611572,0.0009756684303283691,0.0022640228271484375,0.582951556586007,-0.762463624174171,-0.886847156659417
12.5,0.005293548107147217,-0.0009306669235229492,0.0022280216217041016,0.582916121913927,-0.7623388105409794,-0.8867336058465365
12.52,0.0029911398887634277,0.0023515820503234863,0.0016615986824035645,0.5829912033737328,-0.762237191924132,-0.8864368483618635
12.54,0.0019630789756774902,0.0027312636375427246,0.002560853958129883,0.5831536078882784,-0.7621531784897659,-0.8860276049901368
12.56,0.0006798505783081055,0.0020682811737060547,0.0012012124061584473,0.5833098770687122,-0.7620215514403629,-0.8856750581682601
12.58,0.0011500120162963867,0.003018200397491455,0.002961575984954834,0.5834608013956473,-0.7619603059114546,-0.88534887964702
12.6,0.0001087188720703125,0.0029953718185424805,0.0034186244010925293,0.5835065344925537,-0.7619829249441328,-0.8851283075514038
12.62,0.001975119113922119,0.00330507755279541,0.0036492347717285156,0.5834389430523057,-0.761973763232571,-0.8851523163127719
12.64,0.0013984441757202148,0.0026226043701171875,0.002270519733428955,0.583443900331388,-0.7620326154041992,-0.8853136241740583
12.66,0.0023627281188964844,0.0025066137313842773,0.0023517608642578125,0.583414616112793,-0.7620442885567814,-0.8855732236709686
12.68,0.002887547016143799,0.0021784305572509766,0.0024080872535705566,0.5833139409254479,-0.7620161643257614,-0.8858867892657721
12.7,0.0005425214767456055,0.0025803446769714355,0.00350874662399292,0.5832651881307286,-0.761993439162899,-0.886207662291934
12.72,0.0028185248374938965,0.00025385618209838867,0.0022881627082824707,0.5832018042226429,-0.7619575957866407,-0.8864720152368516
12.74,0.002259552478790283,0.0035355091094970703,0.0009509921073913574,0.5831665055793795,-0.7619194371653728,-0.8866186248212856
12.76,0.0028205513954162598,0.0025141239166259766,0.002354562282562256,0.5831676327117562,-0.7618131558955333,-0.8866684686502162
12.78,0.0017734169960021973,0.0019614696502685547,0.0017888545989990234,0.5831637109739761,-0.7618706394560861,-0.8866453042178469
12.8,-0.0007445216178894043,0.003560483455657959,0.0021650195121765137,0.5832512102783731,-0.7619253479984284,-0.8867353101087853
12.82,0.00015795230865478516,0.0035991668701171875,0.002810955047607422,0.5832244732353306,-0.7619880152141398,-0.8869724024781285
12.84,-0.00011438131332397461,0.0023000240325927734,0.0030291080474853516,0.5832402001162641,-0.7621281241635269,-0.8873088730179947
12.86,0.0041585564613342285,0.001781165599822998,0.0019474625587463379,0.5832036613302354,-0.7622827506305472,-0.8876076348123044
12.88,0.0026938319206237793,0.001637876033782959,0.0012870430946350098,0.5831416199671685,-0.7625977466300692,-0.8877489292614371
12.9,0.002835988998413086,0.0016021728515625,0.0038129091262817383,0.5830805769179322,-0.7630224622159694,-0.8878235696975012
12.92,0.0021730661392211914,-0.0002987384796142578,0.001049816608428955,0.5831247738534928,-0.7634438014572077,-0.8877368785737053
12.94,0.004813015460968018,0.0027727484703063965,-0.0005706548690795898,0.583166730977885,-0.7634200211813369,-0.8876954278464733
12.96,0.0018146634101867676,0.0014801025390625,0.000977933406829834,0.5832816264069716,-0.7633279558237213,-0.887587987507125
12.98,0.0032761693000793457,0.0025786757469177246,0.0037238001823425293,0.5832815555180194,-0.7631705873059155,-0.8874501090735346
13,0.001849055290222168,0.001896977424621582,0.0027344226837158203,0.583360611308821,-0.7629795340489091,-0.8873285389062342
13.02,0.0032036900520324707,0.0022150278091430664,0.0030035972595214844,0.5833577910253477,-0.7625675522128463,-0.8873586835183277
13.04,0.0019080638885498047,0.0026110410690307617,0.004427850246429443,0.5833385706990416,-0.7622543110440271,-0.8873130944264248
13.06,0.002087116241455078,0.0018677711486816406,0.0027694106101989746,0.583289029534873,-0.7619889528471807,-0.8872977163196755
13.08,0.0018395185470581055,0.0029915571212768555,0.0018406510353088379,0.5832460409348211,-0.7618297751507387,-0.8872772080941896
13.1,0.0035001635551452637,0.0021954774856567383,0.0021047592163085938,0.5832795271090764,-0.7617455379215117,-0.8873176914051637
13.12,0.0036629438400268555,0.0021035075187683105,0.0009517073631286621,0.5832972328352369,-0.7617482839510321,-0.8872933546319407
13.14,-0.0003528594970703125,0.0015792250633239746,0.0035567283630371094,0.5833090325471505,-0.7618269732244024,-0.8872117423956625
13.16,0.0007461905479431152,0.0020881295204162598,0.0021741390228271484,0.5832423174299561,-0.7618361626145446,-0.8872016731823652
13.18,0.003116786479949951,0.0017922520637512207,0.0032584071159362793,0.5832533838174908,-0.7618269721198878,-0.8872081075014503
13.2,0.0024833083152770996,0.0033617615699768066,0.00042700767517089844,0.5832325203745166,-0.7617502855636211,-0.8872867918014729
13.22,0.000986933708190918,0.0014979839324951172,0.0020799636840820312,0.5832116723601664,-0.7618619765445146,-0.8872951777349936
13.24,0.0014483928680419922,0.0029695630073547363,0.002469182014465332,0.5832014510969783,-0.7619879127812281,-0.8872744395017963
13.26,0.003702998161315918,0.001716315746307373,0.0017574429512023926,0.5831989628259797,-0.7619802465532389,-0.8873470794571261
13.28,7.12275505065918e-05,0.0039011240005493164,0.0028502941131591797,0.5831474977692126,-0.7619728307033299,-0.8874961295613027
13.3,0.003029763698577881,0.0022399425506591797,0.003340423107147217,0.583149935491256,-0.7620474007339368,-0.887607327334688
13.32,0.0036650896072387695,0.0028914213180541992,0.0024816393852233887,0.5831261060441065,-0.7621242982008212,-0.8876589335991473
13.34,0.0023276805877685547,0.0005183219909667969,0.0028957128524780273,0.5831530779654934,-0.7620490590361244,-0.8876712798847556
13.36,0.0034702420234680176,0.0015822052955627441,0.0006127357482910156,0.5830749485213378,-0.7621989456130907,-0.8875097816902965
13.38,0.0035750865936279297,0.0018895268440246582,-0.0005686283111572266,0.5831505253527471,-0.7623696482597081,-0.8873374644418637
13.4,0.00422978401184082,0.0022847652435302734,0.0014654994010925293,0.5831670345236288,-0.762402988293905,-0.8872467848934485
13.42,0.0019768476486206055,0.0019571781158447266,0.005205929279327393,0.5831767737029367,-0.7623926777382313,-0.8871957700081127
13.44,0.002069413661956787,0.002752542495727539,0.002505779266357422,0.5832156720689976,-0.7624441698191315,-0.8870853156421117
13.46,0.003798067569732666,0.0033320188522338867,0.0026198625564575195,0.5832151885627251,-0.7622994953383159,-0.8870411998434651
13.48,0.0019834041595458984,0.0036029815673828125,0.003120899200439453,0.583174311438861,-0.762199714826974,-0.8870271463467956
13.5,0.0007086992263793945,0.0022755861282348633,0.003922104835510254,0.5831743945923956,-0.7621862417059341,-0.8869973613594041
13.52,0.0014854669570922852,0.0034178495407104492,0.0027809739112854004,0.5831535452626776,-0.7622213219971429,-0.8869328537264481
13.54,0.0035704374313354492,0.0017175078392028809,0.0016791224479675293,0.5831638453305957,-0.7621934007510179,-0.886908204745616
13.56,0.0007604360580444336,0.0020314455032348633,0.0014293193817138672,0.5831195756297164,-0.7623131903741827,-0.8868265804326947
13.58,0.0034976601600646973,0.004150569438934326,0.0007720589637756348,0.5831173237216456,-0.7624226002212178,-0.8867899463239742
13.6,0.000629723072052002,0.005154132843017578,0.0047522783279418945,0.5830583063467086,-0.7623614491893672,-0.8869413499226508
13.62,-1.811981201171875e-05,0.002161741256713867,0.004284083843231201,0.5830380414892995,-0.7622612708894878,-0.8871682459326545
13.64,0.003919541835784912,0.0017840862274169922,0.0033999085426330566,0.5828963609014971,-0.7621988456184184,-0.8872888981919373
13.66,0.0008469223976135254,0.0008604526519775391,0.0022025704383850098,0.5828135373755452,-0.7621626747099367,-0.8873011231445053
13.68,0.0028130412101745605,0.0027994513511657715,0.00048148632049560547,0.5827783614114517,-0.7623136878854989,-0.8871643539591941
13.7,0.0030058622360229492,0.003005683422088623,0.002588212490081787,0.5827511294083632,-0.7624895640857765,-0.8869075586106134
13.72,0.003412485122680664,0.002711474895477295,0.0009879469871520996,0.5828557350746227,-0.7625464108279407,-0.8867531005931759
13.74,0.001630544662475586,0.0016502141952514648,0.0013924241065979004,0.5828822648594746,-0.7625939919526226,-0.8866469349930151
13.76,-0.0005934238433837891,0.002732574939727783,0.006079912185668945,0.5827896418713758,-0.7624409206404303,-0.8866677870266905
13.78,0.00015228986740112305,0.0030829310417175293,0.00432276725769043,0.5827524324106512,-0.7623384542654091,-0.8867152897769889
13.8,0.0007066726684570312,0.0029894113540649414,0.0030292272567749023,0.5826403740264706,-0.7622510464474371,-0.8867665766795211
13.82,0.002482116222381592,0.003351867198944092,0.0018180012702941895,0.5825992102555981,-0.7621836819928388,-0.8867605137196626
13.84,0.0010052919387817383,0.002165496349334717,0.0030307769775390625,0.5825307365833183,-0.7622975966243433,-0.8866537616408249
13.86,0.0014330744743347168,0.002355217933654785,0.0006154775619506836,0.5824838755320761,-0.7624962947060292,-0.8865133627255939
13.88,0.0021817684173583984,0.0029721856117248535,0.0014656782150268555,0.5824917934248516,-0.7626041087744212,-0.8864353000136979
13.9,0.0028110742568969727,0.001914680004119873,0.0008850693702697754,0.5824862739964858,-0.7625562536714305,-0.8865199668604576
13.92,0.0031605958938598633,0.0034398436546325684,0.0021051764488220215,0.5824671211592695,-0.7624912292217817,-0.8865699753366085
13.94,0.00018781423568725586,0.002905726432800293,0.0052405595779418945,0.5824304453250732,-0.762371507123884,-0.8866645303575053
13.96,0.00027489662170410156,0.0008970499038696289,0.0043485164642333984,0.5823640170134771,-0.7622971426992119,-0.8867620490719803
13.98,0.0013862848281860352,0.0037247538566589355,0.003916621208190918,0.5823515290834647,-0.7622346150300047,-0.8868695659751987
14,0.001078486442565918,0.002900362014770508,0.003959774971008301,0.5822778722753821,-0.7621839847042131,-0.8870123760179491
14.02,0.0032625198364257812,0.0018836259841918945,0.00270158052444458,0.5822480524846398,-0.7622695792937895,-0.8870713592968077
14.04,0.0035437345504760742,0.002749800682067871,0.0003376007080078125,0.5822437992141767,-0.7624293515336257,-0.8870203597884259
14.06,0.002851545810699463,0.0012270212173461914,-0.0010734796524047852,0.5822657273370001,-0.7625855116294443,-0.8868912683966066
14.08,0.0021473169326782227,0.001788020133972168,0.002094566822052002,0.5822980668856721,-0.7626526182007758,-0.886809402217869
14.1,0.0012952089309692383,0.002819836139678955,0.004977405071258545,0.5823093737429915,-0.7624614645759128,-0.8868858422514572
14.12,0.0015239119529724121,0.0006541609764099121,0.0031310319900512695,0.5822375927164668,-0.7620876979174894,-0.887044708110411
14.14,0.0002938508987426758,0.002408325672149658,0.0029172897338867188,0.5822003182517366,-0.7617961907155298,-0.8871678330046401
14.16,0.002209961414337158,0.00040400028228759766,0.0034290552139282227,0.5821573464297928,-0.7617585852145354,-0.887177745747605
14.18,0.003768324851989746,0.001963496208190918,1.1324882507324219e-05,0.5822888812827594,-0.7622232047545914,-0.8868862534442888
14.2,0.002140223979949951,0.0028365254402160645,0.001647651195526123,0.5823658214852276,-0.7624812399223483,-0.8867746588843547
14.22,0.00131303071975708,0.001928865909576416,0.004104971885681152,0.5824301322337209,-0.7625416580810501,-0.8868065375052834
14.24,0.0016753673553466797,0.0029014945030212402,0.003729403018951416,0.5824254310860464,-0.7624817194275015,-0.8869404463537623
14.26,0.0014742016792297363,0.001368105411529541,0.0027303695678710938,0.5824712359380166,-0.7623038850326619,-0.8871794062956647
14.28,0.0030565261840820312,0.002419710159301758,0.003479480743408203,0.5824332725169143,-0.7622218125642022,-0.8872590624225152
14.3,0.0036746859550476074,0.000666499137878418,0.0012343525886535645,0.5824899790736201,-0.762371446647363,-0.8871404847815955
14.32,0.0027427077293395996,0.001642763614654541,0.002705514430999756,0.5824894689458642,-0.7625460146475437,-0.8869898545322974
14.34,0.0027866363525390625,0.00276029109954834,0.0004761219024658203,0.5824573210143775,-0.7626238656015955,-0.8869019704228945
14.36,0.004469513893127441,0.0017859935760498047,0.0024222731590270996,0.5824783763289471,-0.7625685884096227,-0.886888338974285
14.38,-0.0009185075759887695,0.0023368000984191895,0.002446889877319336,0.5824618413185406,-0.762378523637124,-0.8869797512812709
14.4,0.0015061497688293457,0.0016270875930786133,0.0033689141273498535,0.5824707227605392,-0.7622553479315106,-0.8871077273059373
14.42,0.00023055076599121094,0.0033501386642456055,0.002857804298400879,0.5824693729460071,-0.7621636347375177,-0.8872429171801862
14.44,0.0035205483436584473,0.002666652202606201,0.0022619962692260742,0.5824548648078721,-0.7620690067449731,-0.8873179578635567
14.46,0.0030124783515930176,0.001903533935546875,0.004312634468078613,0.582418071020438,-0.7621899034152887,-0.8872802443065682
14.48,0.0025544166564941406,0.0013336539268493652,0.0012868046760559082,0.582448182348168,-0.7623093635072551,-0.8872050257150925
14.5,0.002492964267730713,0.002466738224029541,0.0009957551956176758,0.5824346711533317,-0.7624264866174528,-0.8871476886103977
14.52,0.0019987821578979492,0.002897799015045166,0.0028601884841918945,0.5824392868507472,-0.7624448249578042,-0.8871853792989363
14.54,0.0028942227363586426,0.0025734901428222656,0.0016203522682189941,0.5824895289135986,-0.762443241419944,-0.8871918632377983
14.56,0.002012968063354492,0.003186345100402832,0.00326383113861084,0.5825473217611691,-0.7623847499686383,-0.8872261349880537
14.58,0.0031096935272216797,0.002078235149383545,0.0013524293899536133,0.5825541480985392,-0.7623605922274397,-0.887169227369744
14.6,0.0020564794540405273,0.0034242868423461914,0.0027840137481689453,0.5825398575009851,-0.7624016097887578,-0.8870024588844817
14.62,0.002317965030670166,0.0021362900733947754,0.0013068914413452148,0.582550666424579,-0.7623360873757511,-0.8868868696843174
14.64,0.0028835535049438477,0.003976047039031982,0.0006219148635864258,0.5825062332357591,-0.7622844847570227,-0.8867823044178981
14.66,0.0033450722694396973,0.0032314062118530273,0.002609550952911377,0.5825099266563829,-0.7621162190032572,-0.8868069820197275
14.68,0.0010731220245361328,0.003088533878326416,0.000922083854675293,0.5825763254908202,-0.7620595595140287,-0.8868770766494986
14.7,0.003384113311767578,0.0016222000122070312,0.0020307302474975586,0.5825927961372932,-0.7620308273592992,-0.8869493103327968
14.72,0.003988504409790039,0.0029348134994506836,0.0021096467971801758,0.582556698915074,-0.7619983248964602,-0.8870324529615733
14.74,0.0009911060333251953,0.002463042736053467,0.0021004080772399902,0.5825398989949103,-0.7620524304594865,-0.8870990452859927
14.76,0.0001380443572998047,0.0036320090293884277,0.0018915534019470215,0.5825144765986776,-0.7621145826732906,-0.88729228361659
14.78,0.0018950104713439941,0.0011921525001525879,0.0032030344009399414,0.5825528749657541,-0.7621423820175683,-0.8876206333514972
14.8,0.0024517178535461426,0.002003908157348633,0.0034426450729370117,0.5826479423943205,-0.762163929512228,-0.8879875172184997
14.82,0.0024517178535461426,0.002003908157348633,0.0034426450729370117,0.5826479423943205,-0.762163929512228,-0.8879875172184997
14.84,0.0023440122604370117,0.0022314786911010742,0.003338038921356201,0.5825001275662359,-0.7624737473306483,-0.8884517165506345
14.86,0.0036940574645996094,0.0006852149963378906,-0.0005555152893066406,0.5826219272186925,-0.7627646009336971,-0.8883252924155188
14.88,0.004452168941497803,-0.0004898905754089355,0.0020295381546020508,0.5828045096183379,-0.7629980015836869,-0.8878472536536118
14.9,0.0023334622383117676,0.0007365942001342773,0.002148270606994629,0.583012403410247,-0.7633099915887311,-0.88707100851727
14.92,0.0033556222915649414,0.0025194287300109863,0.004793643951416016,0.5831923223026023,-0.7636256652224945,-0.8861296260170242
14.94,0.004290223121643066,0.0017978549003601074,0.0018669366836547852,0.5833881348125006,-0.7638821971882254,-0.8850523045989503
14.96,0.0020946860313415527,0.002702057361602783,0.0011647343635559082,0.5836487577165255,-0.764125896528754,-0.8839930560085895
14.98,0.001729428768157959,0.0031719207763671875,0.0020385384559631348,0.583809524494767,-0.7644573248018133,-0.8830863899955624
15,0.0006425380706787109,0.003908693790435791,0.004100620746612549,0.5837050457412906,-0.764816114131796,-0.8825862434729098
15.02,0.0008095502853393555,0.003888428211212158,0.0003548860549926758,0.5837173125311115,-0.7648731629159199,-0.8824684963345393
15.04,0.0020865201950073242,0.003990650177001953,0.005943894386291504,0.5836387456356944,-0.7648407306124705,-0.8826247455562558
15.06,-0.0015932917594909668,0.004633843898773193,0.0036016106605529785,0.583495155442325,-0.7648471186416663,-0.8830010950563408
15.08,7.224082946777344e-05,0.004619121551513672,0.005133926868438721,0.583349580810213,-0.7649360775306651,-0.8835984457390957
15.1,0.0014348030090332031,0.0035819411277770996,0.004104971885681152,0.5830942021625749,-0.7648325774515852,-0.8844851717455526
15.12,0.0013848543167114258,0.0018123388290405273,0.0049555301666259766,0.5828022380627836,-0.7645649455982392,-0.8856282155286048
15.14,0.0006015300750732422,0.0027588605880737305,0.009263038635253906,0.5822729648259726,-0.7639438373612025,-0.887139395868145
15.16,0.005341172218322754,0.00240248441696167,0.004946887493133545,0.5815723398436201,-0.7628104378364927,-0.8888750252666543
15.18,0.02021867036819458,0.007841408252716064,0.00746232271194458,0.5810145982745617,-0.763091928884975,-0.8893642680246595
15.2,-0.0037935972213745117,-0.006251275539398193,-0.013571739196777344,0.5813690998852157,-0.7642079129880498,-0.8887242314398885
15.22,0.004722476005554199,-0.0006003379821777344,-0.001689910888671875,0.5816126920610536,-0.7649461656418793,-0.8879344089905961
15.24,0.006062030792236328,0.0014147758483886719,-0.0006124973297119141,0.5819242969978498,-0.7651122199608612,-0.886833375314258
15.26,0.0033983588218688965,0.003498375415802002,0.0033228397369384766,0.5821170021810549,-0.7645867088966417,-0.8859601458151971
15.28,0.00041174888610839844,0.0022966861724853516,0.006803631782531738,0.5821397776511301,-0.7643041933132063,-0.8855811627099787
15.3,-0.004211246967315674,0.002649843692779541,0.0069463253021240234,0.5821972116203444,-0.7644929928257085,-0.8855152704043915
15.32,-0.0008397698402404785,0.0016372203826904297,0.001837611198425293,0.582281960803958,-0.7641656515127517,-0.8855054272687765
15.34,0.005747377872467041,0.0036922097206115723,0.00582432746887207,0.5822577274026114,-0.7634090204891811,-0.8854947143649827
15.36,-0.003240048885345459,0.004794657230377197,0.0069193243980407715,0.5822441142729609,-0.7628696483530821,-0.8857375092362398
15.38,-0.0019829869270324707,0.00538259744644165,0.005343616008758545,0.5821075242523666,-0.7623890643825869,-0.8863141453952333
15.4,0.0032367706298828125,0.004379332065582275,0.0013265609741210938,0.5818929549335369,-0.761776674576216,-0.886987939510589
15.42,0.0009194612503051758,0.0032535195350646973,-0.0004972219467163086,0.5817873830254139,-0.7613605286988575,-0.8876096081113392
15.44,0.0003986954689025879,0.001813054084777832,-0.0010325312614440918,0.581670372367654,-0.7618137984228959,-0.8879074397775044
15.46,0.0029181838035583496,0.0042552947998046875,-0.002566516399383545,0.5814888018993125,-0.7625612316978857,-0.8880973237358865
15.48,0.004590034484863281,0.002310514450073242,0.0001615285873413086,0.5814257442435383,-0.7632180113265152,-0.8882531983956883
15.5,0.004136800765991211,0.000590205192565918,0.0015377402305603027,0.5813574843724022,-0.7638143318714413,-0.8883696603329829
15.52,0.004491090774536133,-0.00045543909072875977,0.0011577010154724121,0.5813113645454768,-0.7643976327599055,-0.8881116132660444
15.54,0.0073097944259643555,-0.0001533031463623047,0.0007070302963256836,0.5812711552821545,-0.7644920638058124,-0.8874228900454779
15.56,0.00453495979309082,-0.0010704994201660156,0.0022661685943603516,0.5814152705562886,-0.7642830114485282,-0.8863732299514667
15.58,0.0015557408332824707,0.001981198787689209,0.003603518009185791,0.581597696619272,-0.7640881081583336,-0.8852857693747613
15.6,0.0004119873046875,0.001979231834411621,0.0051670074462890625,0.5817962769237317,-0.7638603873489305,-0.8845225268965123
15.62,0.002241849899291992,0.0051146745681762695,0.00532841682434082,0.581914704709304,-0.7635789072221347,-0.8842201849766422
15.64,-0.0031313300132751465,0.0035033226013183594,0.0014765262603759766,0.5820498726232632,-0.7637616809552762,-0.8841179023199256
15.66,-0.0005849599838256836,0.0060272216796875,0.0015850663185119629,0.5820389929754889,-0.7640301789633593,-0.8841532278133828
15.68,0.0002319812774658203,0.0019493699073791504,0.0007694363594055176,0.5820527175766101,-0.7645078353504068,-0.8840955996906172
15.7,0.0020052194595336914,0.0030989646911621094,0.0019341111183166504,0.5820406419934504,-0.7650878998060573,-0.883918340823946
15.72,0.002637028694152832,0.0013427734375,0.0009416937828063965,0.58207553943823,-0.765829554665797,-0.8836557382210123
15.74,0.0031562447547912598,0.0032833218574523926,-0.0014255642890930176,0.5820604663067569,-0.7665811989573776,-0.8835001337966251
15.76,0.0035208463668823242,0.0036927461624145508,0.00041562318801879883,0.5821487297021548,-0.7673195341620789,-0.8835391331156363
15.78,0.00019222497940063477,0.003672480583190918,0.0033156871795654297,0.5822523905886277,-0.7681942519951168,-0.8837417091706259
15.8,0.0034638643264770508,0.003340482711791992,0.008062601089477539,0.5822750721199644,-0.7687019691392077,-0.8842124078387152
15.82,0.003409266471862793,0.0014992952346801758,0.004019021987915039,0.5821898418704001,-0.768759989993674,-0.8848628178745406
15.84,0.005264341831207275,0.0007047057151794434,0.002979576587677002,0.5821154470849296,-0.7684984666124303,-0.8854673824108205
15.86,0.004580318927764893,0.0024666786193847656,0.003532707691192627,0.5819779059877432,-0.768059832424252,-0.8858392591099117
15.88,0.00437617301940918,0.0014404058456420898,0.004612445831298828,0.5819183844300316,-0.7675807233293752,-0.885996727894028
15.9,0.0021237730979919434,0.0018579363822937012,0.0016391277313232422,0.5818702807655382,-0.7669256957620412,-0.8860631511669381
15.92,0.0015183687210083008,0.0006625652313232422,0.004078865051269531,0.5818641016038969,-0.7661693008890986,-0.8860847098062904
15.94,0.0011039376258850098,0.0019562840461730957,0.002716064453125,0.5819149292430519,-0.7655893041907988,-0.8859696855421766
15.96,0.002310514450073242,0.0017973780632019043,0.0017591118812561035,0.5819985845433873,-0.7653400335576143,-0.8855796319220001
15.98,0.001668691635131836,0.0031127333641052246,0.0014102458953857422,0.5820754810832293,-0.7653364860366594,-0.8850715696191891
16,0.0010129809379577637,0.0023372769355773926,0.0013331174850463867,0.5822248367600473,-0.7657102194304394,-0.8845593834922499
16.02,0.00030857324600219727,0.0019066333770751953,0.0021206140518188477,0.582348651005425,-0.7662155227673193,-0.8841215362954651
16.04,0.001394808292388916,0.004584610462188721,0.0019003748893737793,0.5824491831658605,-0.7668166823404807,-0.8837971093419226
16.06,0.0012059211730957031,0.0027722716331481934,0.002606689929962158,0.5825264244130434,-0.7674144835698177,-0.8836398672396313
16.08,0.0026589632034301758,0.00402069091796875,0.002666294574737549,0.5825962446531192,-0.7679217274734967,-0.8836130271294704
16.1,0.003259003162384033,0.0038454532623291016,0.004609346389770508,0.5825508578870268,-0.7681805368028101,-0.8837958419086812
16.12,0.00253140926361084,0.0010073184967041016,0.003149271011352539,0.582422903118193,-0.7682595810895163,-0.8840812629135612
